var0,var1
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/1035937,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/1036101,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/104718,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/1854729,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/20460969,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/20461008,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/2053062,5.700000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/21106284,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/21350124,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/2138816,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/21613906,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/21675447,0.900000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/22507971,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/2762452,3.320000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/2834734,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/4005142,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/43437,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/43451,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/43506,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/43513,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/43520,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/43527,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/43534,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/43541,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/43590,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/43618,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/43625,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/43639,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/43645,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/43672,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/43679,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/43686,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/43699,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/43718,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/43725,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/43732,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/43745,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/43758,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/43765,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/43771,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/43778,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/43785,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/4467554,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/4467574,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/4467595,0.000000
http://sws.ifi.uio.no/data/npd-v2/company/1626839/reserve/46437,-1.570000
